khung,mo_hinh,che_do,lot,cat_lo,rr,so_lenh,loi_nhuan_rong,loi_nhuan_pct,ty_le_thang,he_so_loi_nhuan,sharpe,sortino,sut_giam_toi_da,calmar,ky_vong
M15,RandomForest,% rui ro 1.0%,,30,1.5,851,-1520.23,-15.2,0.4665,0.879,-0.984,-1.461,-18.45,-0.633,-1.79
M15,RandomForest,% rui ro 1.0%,,30,2.0,850,-739.09,-7.39,0.4659,0.943,-0.388,-0.62,-13.0,-0.432,-0.87
M15,RandomForest,% rui ro 2.0%,,5,1.5,976,-8013.24,-80.13,0.418,0.808,-2.017,-5.792,-80.13,-0.878,-8.21
M15,RandomForest,% rui ro 2.0%,,5,2.0,1225,-6928.94,-69.29,0.3951,0.867,-0.914,-3.321,-77.67,-0.758,-5.66
M15,RandomForest,% rui ro 2.0%,,10,1.5,963,-2940.98,-29.41,0.4496,0.928,-0.38,-0.802,-50.67,-0.455,-3.05
M15,RandomForest,% rui ro 2.0%,,10,2.0,943,1186.39,11.86,0.438,1.023,0.413,0.958,-47.77,0.184,1.26
M15,RandomForest,% rui ro 2.0%,,15,1.5,890,563.96,5.64,0.4629,1.015,0.292,0.541,-35.71,0.118,0.63
M15,RandomForest,% rui ro 2.0%,,15,2.0,880,10386.63,103.87,0.4693,1.22,1.597,3.249,-34.82,2.039,11.8
M15,RandomForest,% rui ro 2.0%,,20,1.5,869,853.02,8.53,0.4707,1.027,0.354,0.61,-28.93,0.22,0.98
M15,RandomForest,% rui ro 2.0%,,20,2.0,861,1724.49,17.24,0.4681,1.052,0.533,0.974,-28.93,0.44,2.0
M15,RandomForest,% rui ro 2.0%,,25,1.5,856,-392.22,-3.92,0.4708,0.985,0.018,0.029,-24.39,-0.122,-0.46
M15,RandomForest,% rui ro 2.0%,,25,2.0,855,1404.19,14.04,0.4737,1.051,0.489,0.837,-24.39,0.427,1.64
M15,RandomForest,% rui ro 2.0%,,30,1.5,851,-2942.79,-29.43,0.4665,0.869,-0.984,-1.461,-34.59,-0.667,-3.46
M15,RandomForest,% rui ro 2.0%,,30,2.0,850,-1605.93,-16.06,0.4659,0.932,-0.388,-0.62,-25.29,-0.488,-1.89
M15,XGBoost,lot co dinh,0.1,5,1.5,1579,-3837.69,-38.38,0.4218,0.906,-1.399,-4.659,-39.52,-0.773,-2.43
M15,XGBoost,lot co dinh,0.1,5,2.0,1474,-4075.04,-40.75,0.3874,0.899,-1.378,-5.027,-41.78,-0.78,-2.76
M15,XGBoost,lot co dinh,0.1,10,1.5,1114,-4787.36,-47.87,0.4336,0.882,-1.101,-2.272,-58.12,-0.667,-4.3
M15,XGBoost,lot co dinh,0.1,10,2.0,1070,1283.7,12.84,0.443,1.034,0.469,1.105,-31.0,0.307,1.2
M15,XGBoost,lot co dinh,0.1,15,1.5,1003,-1859.41,-18.59,0.4556,0.954,-0.302,-0.546,-38.48,-0.373,-1.85
M15,XGBoost,lot co dinh,0.1,15,2.0,988,-48.79,-0.49,0.4504,0.999,0.153,0.303,-34.01,-0.011,-0.05
M15,XGBoost,lot co dinh,0.1,20,1.5,970,844.24,8.44,0.4701,1.02,0.351,0.588,-39.67,0.159,0.87
M15,XGBoost,lot co dinh,0.1,20,2.0,957,4050.22,40.5,0.4744,1.098,0.865,1.562,-41.73,0.699,4.23
M15,XGBoost,lot co dinh,0.1,25,1.5,951,-120.08,-1.2,0.47,0.997,0.204,0.327,-43.83,-0.021,-0.13
M15,XGBoost,lot co dinh,0.1,25,2.0,945,3786.67,37.87,0.4677,1.085,0.794,1.402,-40.53,0.675,4.01
M15,XGBoost,lot co dinh,0.1,30,1.5,936,-1996.19,-19.96,0.4605,0.958,-0.023,-0.036,-50.15,-0.308,-2.13
M15,XGBoost,lot co dinh,0.1,30,2.0,934,1295.49,12.95,0.4572,1.027,0.433,0.74,-48.5,0.198,1.39
M15,XGBoost,lot co dinh,0.2,5,1.5,1579,-7675.38,-76.75,0.4218,0.906,-1.043,-2.583,-79.03,-0.844,-4.86
M15,XGBoost,lot co dinh,0.2,5,2.0,1421,-8016.88,-80.17,0.3892,0.896,-1.119,-3.108,-80.17,-0.879,-5.64
M15,XGBoost,lot co dinh,0.2,10,1.5,515,-8079.04,-80.79,0.4214,0.714,-1.804,-2.748,-80.79,-0.88,-15.69
M15,XGBoost,lot co dinh,0.2,10,2.0,1070,2567.4,25.67,0.443,1.034,0.585,1.234,-61.99,0.303,2.4
M15,XGBoost,lot co dinh,0.2,15,1.5,1003,-3718.82,-37.19,0.4556,0.954,0.046,0.08,-76.95,-0.384,-3.71
M15,XGBoost,lot co dinh,0.2,15,2.0,988,-97.58,-0.98,0.4504,0.999,0.383,0.732,-68.02,-0.011,-0.1
M15,XGBoost,lot co dinh,0.2,20,1.5,970,1688.48,16.88,0.4701,1.02,0.686,1.093,-79.35,0.157,1.74
M15,XGBoost,lot co dinh,0.2,20,2.0,489,-8018.28,-80.18,0.4294,0.737,-1.332,-1.793,-80.18,-0.879,-16.4
M15,XGBoost,lot co dinh,0.2,25,1.5,488,-8388.42,-83.88,0.4344,0.73,-1.506,-1.789,-83.88,-0.891,-17.19
M15,XGBoost,lot co dinh,0.2,25,2.0,491,-8105.1,-81.05,0.4358,0.741,-1.625,-1.929,-81.05,-0.881,-16.51
M15,XGBoost,lot co dinh,0.2,30,1.5,484,-8292.6,-82.93,0.4339,0.73,-1.594,-1.884,-82.93,-0.887,-17.13
M15,XGBoost,lot co dinh,0.2,30,2.0,485,-8568.0,-85.68,0.433,0.726,-1.655,-1.906,-85.68,-0.897,-17.67
M15,XGBoost,lot co dinh,0.3,5,1.5,473,-8084.19,-80.84,0.4101,0.726,-1.952,-3.637,-80.84,-0.881,-17.09
M15,XGBoost,lot co dinh,0.3,5,2.0,407,-8101.62,-81.02,0.4079,0.692,-2.207,-4.007,-81.02,-0.881,-19.91
M15,XGBoost,lot co dinh,0.3,10,1.5,300,-8169.36,-81.69,0.42,0.603,-2.262,-3.101,-81.69,-0.883,-27.23
M15,XGBoost,lot co dinh,0.3,10,2.0,479,-8009.46,-80.09,0.4259,0.782,-0.853,-1.5,-80.09,-0.878,-16.72
M15,XGBoost,lot co dinh,0.3,15,1.5,482,-8381.04,-83.81,0.4295,0.788,-1.031,-1.463,-83.81,-0.89,-17.39
M15,XGBoost,lot co dinh,0.3,15,2.0,483,-8195.25,-81.95,0.4286,0.795,-1.182,-1.767,-81.95,-0.884,-16.97
M15,XGBoost,lot co dinh,0.3,20,1.5,290,-8009.85,-80.1,0.4414,0.614,-2.455,-2.499,-80.1,-0.878,-27.62
M15,XGBoost,lot co dinh,0.3,20,2.0,290,-8009.85,-80.1,0.4414,0.614,-2.455,-2.499,-80.1,-0.878,-27.62
M15,XGBoost,lot co dinh,0.3,25,1.5,294,-8313.06,-83.13,0.4422,0.614,-2.473,-2.407,-83.13,-0.888,-28.28
M15,XGBoost,lot co dinh,0.3,25,2.0,294,-8313.06,-83.13,0.4422,0.614,-2.473,-2.407,-83.13,-0.888,-28.28
M15,XGBoost,lot co dinh,0.3,30,1.5,291,-8039.07,-80.39,0.4433,0.619,-2.273,-2.19,-80.39,-0.879,-27.63
M15,XGBoost,lot co dinh,0.3,30,2.0,291,-8039.07,-80.39,0.4433,0.619,-2.273,-2.19,-80.39,-0.879,-27.63
M15,XGBoost,lot co dinh,0.5,5,1.5,247,-8056.7,-80.57,0.4049,0.651,-1.97,-3.337,-80.57,-0.88,-32.62
M15,XGBoost,lot co dinh,0.5,5,2.0,295,-8100.55,-81.01,0.4339,0.701,-1.476,-2.69,-81.01,-0.881,-27.46
M15,XGBoost,lot co dinh,0.5,10,1.5,108,-8161.85,-81.62,0.3056,0.401,-2.08,-3.367,-81.62,-0.883,-75.57
M15,XGBoost,lot co dinh,0.5,10,2.0,109,-8049.05,-80.49,0.3211,0.416,-1.918,-3.264,-80.49,-0.88,-73.84
M15,XGBoost,lot co dinh,0.5,15,1.5,289,-8270.35,-82.7,0.4498,0.73,-1.193,-1.537,-82.7,-0.887,-28.62
M15,XGBoost,lot co dinh,0.5,15,2.0,291,-8284.85,-82.85,0.4467,0.733,-1.182,-1.641,-82.85,-0.887,-28.47
M15,XGBoost,lot co dinh,0.5,20,1.5,277,-8930.95,-89.31,0.4513,0.694,-1.52,-1.715,-89.31,-0.912,-32.24
M15,XGBoost,lot co dinh,0.5,20,2.0,277,-8930.95,-89.31,0.4513,0.694,-1.52,-1.715,-89.31,-0.912,-32.24
M15,XGBoost,lot co dinh,0.5,25,1.5,277,-9180.95,-91.81,0.4513,0.688,-1.526,-1.609,-91.81,-0.924,-33.14
M15,XGBoost,lot co dinh,0.5,25,2.0,277,-9180.95,-91.81,0.4513,0.688,-1.526,-1.609,-91.81,-0.924,-33.14
M15,XGBoost,lot co dinh,0.5,30,1.5,277,-9430.95,-94.31,0.4513,0.682,-1.518,-1.511,-94.31,-0.938,-34.05
M15,XGBoost,lot co dinh,0.5,30,2.0,277,-9430.95,-94.31,0.4513,0.682,-1.518,-1.511,-94.31,-0.938,-34.05
M15,XGBoost,% rui ro 0.5%,,5,1.5,1579,-3338.48,-33.38,0.4218,0.898,-1.571,-5.579,-34.13,-0.772,-2.11
M15,XGBoost,% rui ro 0.5%,,5,2.0,1474,-3514.27,-35.14,0.3874,0.89,-1.566,-6.136,-35.74,-0.779,-2.38
M15,XGBoost,% rui ro 0.5%,,10,1.5,1114,-2204.48,-22.04,0.4336,0.872,-1.494,-3.259,-25.88,-0.661,-1.98
M15,XGBoost,% rui ro 0.5%,,10,2.0,1070,544.21,5.44,0.443,1.029,0.372,0.888,-14.62,0.278,0.51
M15,XGBoost,% rui ro 0.5%,,15,1.5,1003,-657.34,-6.57,0.4556,0.949,-0.49,-0.891,-12.16,-0.41,-0.66
M15,XGBoost,% rui ro 0.5%,,15,2.0,988,-84.93,-0.85,0.4504,0.994,-0.012,-0.024,-11.04,-0.058,-0.09
M15,XGBoost,% rui ro 0.5%,,20,1.5,970,166.63,1.67,0.4701,1.016,0.191,0.321,-9.54,0.131,0.17
M15,XGBoost,% rui ro 0.5%,,20,2.0,957,1007.73,10.08,0.4744,1.097,0.857,1.552,-10.0,0.75,1.05
M15,XGBoost,% rui ro 0.5%,,25,1.5,951,-59.78,-0.6,0.47,0.993,-0.025,-0.039,-8.46,-0.053,-0.06
M15,XGBoost,% rui ro 0.5%,,25,2.0,945,741.59,7.42,0.4677,1.083,0.717,1.249,-7.85,0.705,0.78
M15,XGBoost,% rui ro 0.5%,,30,1.5,936,-355.51,-3.56,0.4605,0.953,-0.377,-0.581,-8.07,-0.333,-0.38
M15,XGBoost,% rui ro 0.5%,,30,2.0,934,183.18,1.83,0.4572,1.024,0.226,0.379,-7.82,0.176,0.2
M15,XGBoost,% rui ro 1.0%,,5,1.5,1579,-5757.05,-57.57,0.4218,0.888,-1.571,-5.579,-58.51,-0.813,-3.65
M15,XGBoost,% rui ro 1.0%,,5,2.0,1474,-6001.56,-60.02,0.3874,0.88,-1.566,-6.136,-60.72,-0.821,-4.07
M15,XGBoost,% rui ro 1.0%,,10,1.5,1114,-4039.14,-40.39,0.4336,0.862,-1.494,-3.259,-46.04,-0.701,-3.63
M15,XGBoost,% rui ro 1.0%,,10,2.0,1070,873.11,8.73,0.443,1.023,0.372,0.888,-27.55,0.236,0.82
M15,XGBoost,% rui ro 1.0%,,15,1.5,1003,-1375.63,-13.76,0.4556,0.945,-0.49,-0.891,-23.07,-0.457,-1.37
M15,XGBoost,% rui ro 1.0%,,15,2.0,988,-303.35,-3.03,0.4504,0.988,-0.012,-0.024,-21.09,-0.109,-0.31
M15,XGBoost,% rui ro 1.0%,,20,1.5,970,241.99,2.42,0.4701,1.012,0.191,0.321,-18.34,0.099,0.25
M15,XGBoost,% rui ro 1.0%,,20,2.0,957,1991.17,19.91,0.4744,1.096,0.857,1.552,-19.18,0.764,2.08
M15,XGBoost,% rui ro 1.0%,,25,1.5,951,-189.84,-1.9,0.47,0.989,-0.025,-0.039,-16.34,-0.088,-0.2
M15,XGBoost,% rui ro 1.0%,,25,2.0,945,1442.19,14.42,0.4677,1.081,0.717,1.249,-15.22,0.702,1.53
M15,XGBoost,% rui ro 1.0%,,30,1.5,936,-752.6,-7.53,0.4605,0.948,-0.377,-0.581,-15.58,-0.367,-0.8
M15,XGBoost,% rui ro 1.0%,,30,2.0,934,298.94,2.99,0.4572,1.02,0.226,0.379,-15.12,0.148,0.32
M15,XGBoost,% rui ro 2.0%,,5,1.5,1420,-8033.66,-80.34,0.4254,0.864,-1.445,-4.838,-80.34,-0.879,-5.66
M15,XGBoost,% rui ro 2.0%,,5,2.0,1375,-8003.54,-80.04,0.3949,0.859,-1.252,-4.7,-80.04,-0.878,-5.82
M15,XGBoost,% rui ro 2.0%,,10,1.5,1114,-6710.1,-67.1,0.4336,0.838,-1.494,-3.259,-72.89,-0.778,-6.02
M15,XGBoost,% rui ro 2.0%,,10,2.0,1070,821.44,8.21,0.443,1.011,0.372,0.888,-48.79,0.126,0.77
M15,XGBoost,% rui ro 2.0%,,15,1.5,1003,-2909.78,-29.1,0.4556,0.935,-0.49,-0.891,-41.5,-0.55,-2.9
M15,XGBoost,% rui ro 2.0%,,15,2.0,988,-1097.57,-10.98,0.4504,0.978,-0.012,-0.024,-38.44,-0.218,-1.11
M15,XGBoost,% rui ro 2.0%,,20,1.5,970,114.34,1.14,0.4701,1.003,0.191,0.321,-33.87,0.025,0.12
M15,XGBoost,% rui ro 2.0%,,20,2.0,957,3794.41,37.94,0.4744,1.092,0.857,1.552,-35.24,0.778,3.96
M15,XGBoost,% rui ro 2.0%,,25,1.5,951,-647.55,-6.48,0.47,0.979,-0.025,-0.039,-30.44,-0.162,-0.68
M15,XGBoost,% rui ro 2.0%,,25,2.0,945,2664.84,26.65,0.4677,1.075,0.717,1.249,-28.54,0.682,2.82
M15,XGBoost,% rui ro 2.0%,,30,1.5,936,-1645.64,-16.46,0.4605,0.938,-0.377,-0.581,-29.04,-0.436,-1.76
M15,XGBoost,% rui ro 2.0%,,30,2.0,934,321.99,3.22,0.4572,1.011,0.226,0.379,-28.29,0.085,0.34
